id,user_id,gender,phone_number,address,date_of_birth,photo_url,created_at,updated_at
PRFL388,USR388,Perempuan,,"Jl. Jend. A. Yani No. 529, Kota Administrasi Jakarta Timur, Aceh 51588",1989-01-18,https://cdn.dummyumkm.id/photos/PRFL388.jpg,2021-08-13 02:40:37,2021-11-25 02:40:37
PRFL149,USR149,Perempuan,+628962766372,"Gang Rawamangun No. 45, Palembang, PB 78281",1972-04-15,https://cdn.dummyumkm.id/photos/PRFL149.jpg,2021-06-04 03:41:44,2021-11-26 03:41:44
PRFL716,USR716,Perempuan,+628132341034,"Gg. Rungkut Industri No. 4, Depok, Nusa Tenggara Barat 18057",1982-07-30,https://cdn.dummyumkm.id/photos/PRFL716.jpg,2021-05-02 17:47:24,2021-11-26 17:47:24
PRFL258,USR258,Perempuan,+628120174907,"Jalan Jamika No. 8, Magelang, Bali 35072",1994-04-24,https://cdn.dummyumkm.id/photos/PRFL258.jpg,2021-05-23 12:58:27,2021-11-29 12:58:27
PRFL718,USR718,Perempuan,+628512196263,"Gg. Waringin No. 7, Tual, MU 99609",1979-03-20,https://cdn.dummyumkm.id/photos/PRFL718.jpg,2021-05-16 04:37:05,2021-11-30 04:37:05
PRFL416,USR416,Laki-laki,+628136312819,"Jl. Cempaka No. 91, Palembang, Jawa Barat 29056",1985-10-30,https://cdn.dummyumkm.id/photos/PRFL416.jpg,2021-09-03 08:28:12,2021-11-30 08:28:12
PRFL008,USR008,Laki-laki,+628516257532,"Gang Lembong No. 78, Cimahi, RI 73777",1982-05-20,https://cdn.dummyumkm.id/photos/PRFL008.jpg,2021-04-13 19:41:24,2021-12-02 19:41:24
PRFL657,USR657,Perempuan,+628122342893,"Jalan Setiabudhi No. 0, Binjai, YO 26545",2003-01-12,https://cdn.dummyumkm.id/photos/PRFL657.jpg,2021-11-04 04:40:00,2021-12-05 04:40:00
PRFL131,USR131,,+628128409435,"Gg. Ir. H. Djuanda No. 0, Cilegon, PA 34377",2006-02-17,https://cdn.dummyumkm.id/photos/PRFL131.jpg,2021-10-24 19:05:59,2021-12-07 19:05:59
PRFL068,USR068,Perempuan,+628539552763,"Jalan Cikapayang No. 8, Padang, KB 52367",2001-01-28,https://cdn.dummyumkm.id/photos/PRFL068.jpg,2021-09-05 07:19:32,2021-12-09 07:19:32
PRFL146,USR146,Laki-laki,+628780778795,"Jl. Kutai No. 3, Bau-Bau, Sulawesi Utara 43205",1985-12-08,https://cdn.dummyumkm.id/photos/PRFL146.jpg,2021-07-04 00:11:39,2021-12-10 00:11:39
PRFL284,USR284,Perempuan,+628579076769,"Jl. KH Amin Jasuta No. 586, Mojokerto, Jawa Tengah 55115",1990-03-06,https://cdn.dummyumkm.id/photos/PRFL284.jpg,2021-05-21 06:29:51,2021-12-12 06:29:51
